6801,"s",6892.00,1
6802,"c",6375.00,1
6901,"s",7225.00,1
6902,"c",5520.00,1
7001,"s",20910.00,1
7101,"c",27970.00,1
7201,"c",46890.00,1
7202,"c",8066.00,1
7301,"s",28130.00,1
7302,"c",8668.00,1
7303,"c",5952.00,1
7304,"s",7870.00,1
7305,"s",6870.00,1
7401,"s",7411.00,1
7402,"c",5726.00,1
7403,"s",4540.00,1
7404,"c",9255.00,1
7501,"s",5554.00,1
7502,"s",18910.00,1
7503,"s",5200.00,1
7504,"c",2060.00,1
7505,"c",8450.00,1
7601,"c",9932.00,1
7602,"c",30600.00,1
7603,"c",25250.00,1
7604,"s",5535.00,1
7701,"c",6079.00,1
7702,"s",30860.00,1
7801,"c",43840.00,1
7802,"s",9421.00,1
7803,"c",35290.00,1
7804,"s",7001.00,1
7805,"s",28190.00,1
7901,"c",41030.00,1
7902,"c",15020.00,1
7903,"c",1380.00,1
8001,"s",7280.00,1
8002,"s",48230.00,1
8101,"c",6237.00,1
8102,"s",18300.00,1
8103,"c",38440.00,1
8104,"c",42320.00,1
8201,"s",8049.00,1
8202,"c",41010.00,1
8203,"c",9724.00,1
8204,"c",22270.00,1
8301,"c",5170.00,1
8302,"s",4390.00,1
8401,"s",32240.00,1
8402,"c",14240.00,1
8501,"c",17910.00,1
8502,"s",21820.00,1
8503,"s",6674.00,1
8504,"s",14550.00,1
8505,"s",8200.00,1
8601,"s",8314.00,1
8602,"c",9079.00,1
8603,"c",8312.00,1
8604,"s",21000.00,1
8605,"c",14370.00,1
8701,"s",5151.00,1
8702,"c",7660.00,1
8703,"s",6808.00,1
8801,"c",7207.00,1
8802,"c",32090.00,1
8803,"s",5509.00,1
8901,"c",49470.00,1
8902,"c",9835.00,1
9001,"s",7822.00,1
9002,"c",5630.00,1
9101,"c",17250.00,1
9102,"c",6557.00,1
9201,"c",6447.00,1
9202,"c",34850.00,1
9203,"c",21920.00,1
9301,"c",7911.00,1
9401,"c",5768.00,1
9402,"c",30630.00,1
9403,"c",44540.00,1
9404,"c",8192.00,1
9501,"c",44040.00,1
9601,"c",7400.00,1
9602,"s",8410.00,1
9603,"s",5640.00,1
9701,"c",8778.00,1
9702,"c",8264.00,1
9801,"c",5069.00,1
9901,"s",8130.00,1
10001,"c",5330.00,1
10002,"c",8868.00,1
10003,"c",8943.00,1
